sample_id,question,rationale,answer,A,B,C,D,E,outputs,preds,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,ROUGE-1,ROUGE-2,ROUGE-L,correct
ad37abef16e3110f99aee7e0950fb16b75e9efd270137d8331bb146f98c841c3,"A 75-year-old woman is referred for assessment of her mental state. Her carer
states that she noticed general decline in her physical and mental state. She
is forgetful and her concentration is poor. Sometimes her speech is
incoherent. She trips frequently and had many falls. On rare occasions she
has imagined seeing people sitting in her room. Each of the following
features would help to distinguish between organic and functional disorders,
except.","Nystagmus an dysphagia are signs of functional disorders.
Hemianopia and visual hallucination are signs of organic disorders.
Serials of sevens test is for cognitive function. ",C,Nystagmus,visual hallucination,Poor perfomance of the serial of sevens test,Dysphagia,Hemianopia,"B. visual hallucination

Rationale: Visual hallucinations can occur in both organic (due to a physical cause) and functional (related to mental health issues) disorders. The other options (nystagmus, poor performance on cognitive tests, dysphagia, and hemianopia) are more indicative of organic brain disorders due to their physical nature.",B,0.8521726,0.87517756,0.8635219,0.28571428126984133,0.057142852730612585,0.28571428126984133,False
582ad7fa4384e9d0d780c9764030668d155015fd510692a29c823df456c805fd,"For asthmatic patients undergoing elective surgery, experiencing an attack, what is the
duration of stay before surgery.

","For asthmatic patients undergoing elective surgery, experiencing an attack, the duration of stay before surgery is essential for stabilization and optimization. The recommended duration is typically:

B. 4 weeks

So, the correct answer is:

B. 4 weeks






",B,2 weeks,4 weeks,12 weeks,6 weeks,8 weeks,"B. 4 weeks

Rationale: Asthmatic patients are typically advised to have their asthma well-controlled before undergoing elective surgery. This often means ensuring that they have not had any asthma attacks and that their asthma is stable for at least 4 weeks prior to the procedure. This allows for any necessary adjustments in medication and ensures that the patient is in the best possible condition for surgery.",B,0.85470885,0.8666582,0.860642,0.3076923029026956,0.06185566555000564,0.2564102516206444,True
8855ce947e426330eec726a023b6c7f5af847c6212692380e2239d7561d225c4,An epileptic girl is found to have gum hypertrophy. Antiepileptic drug which she is most likely taking is:,Ref: Epilepsy (Page 1175) Davidson’s Principles and Practice of Medicine.,D,Carbamazepine,Gabapentin,Lamotrigine,Phenytoin,Sodium valproate,"D. Phenytoin

Rationale: Phenytoin is known to cause gum hypertrophy as a side effect, which is a condition where the gums become swollen and overgrown.",D,0.82396233,0.83548474,0.82968354,0.06249999570312531,0.0,0.06249999570312531,True
0d48c125a9f39d7e26162a18974600fa445be7b9792aafd1306fd14223f173ac,A patient was frightened when they mistook their cat's shadow for an intruder. What is the most likely diagnosis? ,"An illusion is when a patient misinterprets a real stimulus, whereas an hallucination is when a patient has a sensory experience that wasn't real. In this case, the cat cast a real shadow on the floor, so the sensory stimulus was real.",D,Delusional perception,Persecutory delusion,Delusion of reference,Illusion,Visual hallucination,"D. Illusion

Rationale: An illusion is a misperception or misinterpretation of a real external stimulus. In this case, the patient mistook their cat's shadow (a real stimulus) for an intruder, which is a classic example of an illusion.",D,0.8881229,0.9024499,0.89522904,0.4333333283388889,0.16438355664477405,0.4333333283388889,True
313b4d2bc19750aa0314c896502dc408f6ab2e35ac36bda417e244d52edebf75,Which of the following statements regarding measuring and plotting children's growth is true?,It is normal and common for babies' weight to cross centiles in the first year of life. Measurements should be recorded on the growth chart with a dot. Correction for prematurity should be made up to the age of 1 year at least and 2 years for those born before 32 weeks. A child's height usually tracks along one centile from the age of 2 years until puberty when crossing centile lines occurs. Final height is expected to fall midway between the parents' positions on the height centiles.,C,The measurement should be marked on the growth chart with a cross,Correction for prematurity should be made up to the age of 6 months at least,It is normal for an infant's weight to cross centiles in the first year,Final height usually approximates the father's height,Once a child is 5 years old height does not usually deviate from the centile line,"C. It is normal for an infant's weight to cross centiles in the first year

Rationale: Infants often experience rapid growth and weight changes in the first year of life, which can cause their weight to cross centiles on growth charts. This is a normal part of development.",C,0.9029754,0.86377215,0.88293886,0.34343433886338126,0.16260162157181582,0.32323231866136115,True
afafc94ad85993cc0baafb6d1d1bfd7f82edaa3168c4ffff1b3807be8891e897,Which of the following hormones is primarily responsible for regulating the balance of water and sodium in the body:,Aldosterone is secreted by the adrenal cortex and plays a role in regulating blood pressure  and osmotic pressure of blood,A,Aldosterone,Vasopressin,Epinephrine,Progesterone,Adrenocorticotropic hormone(ACTH),"A. Aldosterone

Rationale: Aldosterone is a hormone produced by the adrenal glands that helps regulate blood pressure by controlling the balance of sodium and water in the body. It acts on the kidneys to promote sodium retention and potassium excretion, which in turn influences water retention and blood volume.",A,0.87003696,0.89848584,0.8840326,0.40740740309327855,0.12121211711202953,0.37037036605624146,True
10a09e94034aa8869f54cdccf602d7164d388e57c0c5b1181dd3fc2d7f425430,"In normal menstrual cycle,the shedding of the endometrium is caused by a decrease in serum levels of which hormone ?",The shedding of the endometrium is known as menstruation and is primarily caused by decrease in serum levels of progesterone.,D,estrogen,FSH,LH,progesterone,GnRH,"D. progesterone

During the normal menstrual cycle, the shedding of the endometrium occurs due to a decrease in progesterone levels. This typically happens when the corpus luteum, which secretes progesterone after ovulation, degenerates if pregnancy does not occur. The drop in progesterone levels leads to the breakdown of the endometrial lining, resulting in menstruation.",D,0.87655747,0.917472,0.89654815,0.33898304660729683,0.11594202499474913,0.30508474152255105,True
2d0e46b95a7323ce6e63caed075df6d4220ff1595c740b854ee1b3485c18706b,Physiological Icterus usually appears on the ........................... and regress by the......,Physiological Icterus usually appears on the third day and regress by the seventh day.,B,First day and third day,Third day and Seventh day,Third day and ninth day,Ninth day and eleventh day,Tenth and twelvfth day,"B. Third day and Seventh day

Rationale: Physiological jaundice, also known as physiological icterus, typically appears on the third day in term infants and can last up to the seventh day as bilirubin levels normalize.",B,0.8446286,0.89387923,0.8685563,0.3902438982986318,0.29787233642372113,0.3902438982986318,True
f2551f5f09d41d7b8b6078a25f229dbd8860793559820a96f1c68c9f734fa992,"A patient presents with recurrent fever, night sweats, and weight loss. A bone marrow biopsy is performed and shows 30% atypical lymphoid cells. Flow cytometry reveals that these cells are positive for CD20 and CD5, but negative for CD23. What is the most likely diagnosis?","MCL is a rare subtype of non-Hodgkin's lymphoma that is characterized by the presence of an abnormal clone of B-cell lymphocytes. The cells in MCL are typically positive for CD5 and CD20, but negative for CD23.",C,Burkitt lymphoma (BL),Follicular lymphoma (FL),Mantle cell lymphoma (MCL),Small lymphocytic lymphoma (SLL),Chronic lymphocytic leukemia (CLL),"C. Mantle cell lymphoma (MCL)

Rationale: The presence of atypical lymphoid cells that are positive for CD20 and CD5, but negative for CD23, is characteristic of Mantle cell lymphoma. Burkitt lymphoma typically shows a different immunophenotype and is associated with CD10 positivity. Follicular lymphoma usually expresses CD10, CD19, CD20, and BCL2. Small lymphocytic lymphoma (SLL) is a form of CLL and would typically express CD23. CLL also expresses CD23 and CD5, but the presentation and biopsy findings are more consistent with MCL.",C,0.86317486,0.8918582,0.87728214,0.4318181772546487,0.08928570998883949,0.3636363590728306,True
e12524e99be6a3f061b4e25cdf9f764f94fe24664db95cda8afd09df10e396b6,"A 45-year-old woman presents with a 3-weekhistory of cough, shortness of breath, and chest pain. She has a history of smoking and her physical examination reveals cyanosis and clubbing of her fingers. A chest x-ray shows diffuse hazy opacities and a CT scan of the chest shows diffuse ground glass opacities. Which of the following is the most likely diagnosis based on the patient's symptoms and imaging findings?","The patient's symptoms, physical examination findings, and imaging findings are consistent with interstitiallung disease, specifically pulmonary fibrosis. The diffuse hazy opacities on chest x-ray and the diffuse ground glass opacities onCT scan are characteristicof interstitial lung disease.The patient's history of smoking and the presence of clubbing and cyanosis further support this diagnosis.",D,Heart failure,Pneumonia,Bronchogenic carcinoma,Pulmonary fibrosis,COPD,"C. Bronchogenic carcinoma

Rationale: The patient's history of smoking, along with symptoms of cough, shortness of breath, chest pain, cyanosis, and clubbing of fingers, are all suggestive of a lung pathology. The imaging findings of diffuse hazy opacities on chest x-ray and diffuse ground glass opacities on CT scan are more characteristic of lung cancer (bronchogenic carcinoma) than the other options. While pneumonia, COPD, and pulmonary fibrosis can present with similar symptoms and some overlapping imaging findings, the combination of risk factors (smoking), specific symptoms, and imaging findings in this case is most consistent with bronchogenic carcinoma. Heart failure typically would not present with ground glass opacities on imaging.",C,0.87058234,0.9018849,0.8859572,0.45762711405917844,0.22368420611149592,0.38983050388968693,False
